# ma = 0.511
# mb = 106.0
# m1 = 106.0
# m2 = 106.0
# pFa = 111.11701771669696
# pFb = 33.335457807756995
# pF1 = 33.335457807756995
# pF2 = 33.335457807757
# mu_a = 111.11819269252334
# mu_b = 111.11819269252334
# mu_1 = 111.11819269252334
# mu_2 = 111.11819269252334
# T = 0.00861733
# n = 10
# m3 = 0
# neval = 10000000
# Columns:beta_F_mu,emissivity (ergs/cm^3/s),error
2.999999999999999889e-01,0.000000000000000000e+00,9.999999999999999259e-130
3.722222222222222321e-01,8.295879007473258571e-02,2.924552624738581148e-03
4.444444444444444198e-01,2.448124620053565292e-01,6.159096281477823009e-03
5.166666666666666075e-01,5.096278960630349353e-01,1.325973330944696903e-02
5.888888888888887951e-01,9.884022633636820876e-01,2.938996888258819593e-02
6.611111111111109828e-01,1.591096642000258798e+00,5.597416591608326414e-02
7.333333333333332815e-01,3.253708494740557899e+00,1.434546742917352791e-01
8.055555555555555802e-01,8.518640372315951836e+00,5.423215480694348889e-01
8.777777777777777679e-01,2.485315615563087022e+01,1.767313535347725617e+00
9.499999999999999556e-01,1.619827369043342173e+02,2.342047636225435525e+01
