# ma = 0.511
# mb = 106.0
# m1 = 106.0
# m2 = 106.0
# pFa = 111.11701771669696
# pFb = 33.335457807756995
# pF1 = 33.335457807756995
# pF2 = 33.335457807757
# mu_a = 111.11819269252334
# mu_b = 111.11819269252334
# mu_1 = 111.11819269252334
# mu_2 = 111.11819269252334
# T = 0.0008617329999999999
# n = 10
# m3 = 0
# neval = 10000000
# Columns:beta_F_mu,emissivity (ergs/cm^3/s),error
2.999999999999999889e-01,0.000000000000000000e+00,9.999999999999999259e-130
3.722222222222222321e-01,5.640696968121416702e-10,5.760593570586971073e-11
4.444444444444444198e-01,2.237931708432167980e-09,1.730127218282513907e-10
5.166666666666666075e-01,4.326334644232674386e-09,3.102382407130597491e-10
5.888888888888887951e-01,6.697233693962001304e-09,5.079087559053415216e-10
6.611111111111109828e-01,1.783383916241570994e-08,1.583958526211049413e-09
7.333333333333332815e-01,2.391871214764717809e-08,2.691147354440082748e-09
8.055555555555555802e-01,3.593768287150968991e-08,5.048222201248024925e-09
8.777777777777777679e-01,9.662236820900273416e-08,1.489827178791056121e-08
9.499999999999999556e-01,4.788512907302120664e-07,1.072477187824611951e-07
