# ma = 0.511
# mb = 750.617670528
# m1 = 106.0
# m2 = 750.617670528
# pFa = 106.0040687491345
# pFb = 106.00410408504395
# pF1 = 1.0600530039753313
# pF2 = 106.00410408504436
# mu_a = 106.00530039753312
# mu_b = 758.0658001728834
# mu_1 = 106.00530039753312
# mu_2 = 758.0658001728834
# T = 0.0008617329999999999
# n = 10
# m3 = 0
# neval = 100000000
# Columns:beta_F_mu,emissivity (ergs/cm^3/s),error
1.000000000000000021e-02,3.689300612996107836e-09,3.067843117560640179e-11
1.000000000000000021e-02,3.735300699876739264e-09,3.131751460777810990e-11
1.000000000000000021e-02,3.657350861682332436e-09,3.056084293096671562e-11
2.000000000000000042e-02,8.672198836530509724e-09,7.459038211204782936e-11
2.999999999999999889e-02,1.355689936940753031e-08,1.168912569485957833e-10
2.000000000000000042e-02,8.940975884626197541e-09,7.649807311029382003e-11
2.000000000000000042e-02,8.624880517199744582e-09,7.447369837147183789e-11
4.000000000000000083e-02,1.840460895893602417e-08,1.589388192927019110e-10
5.000000000000000278e-02,2.280069841962929369e-08,1.964995172841612967e-10
2.999999999999999889e-02,1.350127314324051808e-08,1.166699601617154631e-10
2.999999999999999889e-02,1.347496006895884024e-08,1.159315507445758592e-10
1.000000000000000056e-01,4.652966332917260941e-08,4.061822625120695319e-10
4.000000000000000083e-02,1.831069460785026785e-08,1.575493479339021167e-10
4.000000000000000083e-02,1.837163902445241321e-08,1.570717081254061230e-10
1.499999999999999944e-01,7.188412161192557147e-08,6.414360914055337828e-10
2.000000000000000111e-01,9.709066273344819521e-08,9.063986168733663146e-10
5.000000000000000278e-02,2.273305808767142169e-08,1.969149665486254013e-10
5.000000000000000278e-02,2.271590620454084728e-08,1.956599006035778925e-10
2.500000000000000000e-01,1.240187614972998463e-07,1.215512970794575499e-09
2.999999999999999889e-01,1.531107538992021873e-07,1.578421416292725937e-09
1.000000000000000056e-01,4.690027445913522591e-08,4.055931683360418251e-10
1.000000000000000056e-01,4.701776893153331477e-08,4.111517897212020147e-10
3.300000000000000155e-01,1.772238840201745798e-07,1.911242980403558826e-09
1.499999999999999944e-01,7.056842712771099636e-08,6.294563267055842633e-10
1.499999999999999944e-01,7.097342711065225175e-08,6.334529880861272992e-10
3.400000000000000244e-01,1.828371097142216318e-07,1.981447122658784732e-09
3.499999999999999778e-01,1.848568264548369757e-07,2.028057861889281868e-09
2.000000000000000111e-01,9.587455431373331419e-08,8.890136910684447039e-10
2.000000000000000111e-01,9.645017311341282694e-08,8.931508781287087499e-10
3.599999999999999867e-01,1.930747602435992406e-07,2.139732987881124640e-09
3.699999999999999956e-01,2.004114401823759758e-07,2.273931620183639890e-09
2.500000000000000000e-01,1.241580297874980637e-07,1.203829376881888601e-09
2.500000000000000000e-01,1.240441676176917019e-07,1.202207381717567792e-09
4.000000000000000222e-01,2.286854468190899814e-07,2.787998063238847537e-09
4.500000000000000111e-01,2.751337003321740594e-07,3.584092254554756792e-09
2.999999999999999889e-01,1.538377282374699188e-07,1.598978248263823224e-09
2.999999999999999889e-01,1.536189494362887719e-07,1.589117951209182087e-09
4.799999999999999822e-01,3.000371098078995224e-07,4.182659000188684655e-09
3.300000000000000155e-01,1.726433199074449371e-07,1.845882243454695106e-09
3.300000000000000155e-01,1.703935372468416516e-07,1.842749902671015870e-09
5.100000000000000089e-01,3.369731696923206194e-07,4.938449630417999021e-09
5.400000000000000355e-01,3.808434137315169302e-07,6.054116717790462905e-09
3.400000000000000244e-01,1.830428432406327094e-07,1.959292041729474345e-09
3.400000000000000244e-01,1.825918974749619147e-07,2.009677005966669143e-09
5.699999999999999512e-01,4.233173436576253736e-07,7.260684158372671572e-09
5.999999999999999778e-01,4.722901786851570231e-07,8.859413455969526298e-09
3.499999999999999778e-01,1.853448994287325825e-07,2.018645495595822894e-09
3.499999999999999778e-01,1.854654674149561205e-07,2.015114701824715280e-09
6.199999999999999956e-01,5.224281666002819443e-07,1.011609773174337771e-08
3.599999999999999867e-01,1.924112897943396937e-07,2.148188537176061133e-09
3.599999999999999867e-01,1.944604902711317917e-07,2.148801405690948326e-09
6.400000000000000133e-01,5.766812807737401234e-07,1.237970108416770983e-08
6.600000000000000311e-01,6.175602137062782109e-07,1.371654642366657601e-08
3.699999999999999956e-01,2.004357640431138710e-07,2.283717344840515556e-09
3.699999999999999956e-01,2.034633561894215226e-07,2.300356036272416701e-09
6.800000000000000488e-01,6.832331134207769843e-07,1.617547828708308457e-08
6.999999999999999556e-01,7.352144831309185638e-07,1.900303723480404459e-08
4.000000000000000222e-01,2.258950837687337597e-07,2.698594469906855474e-09
4.000000000000000222e-01,2.259962737350315725e-07,2.681416616624673245e-09
7.199999999999999734e-01,8.419764047238527621e-07,2.309106666146620263e-08
4.500000000000000111e-01,2.626572222147200781e-07,3.404827943715776833e-09
4.500000000000000111e-01,2.752386458326242053e-07,3.585472562710947824e-09
7.399999999999999911e-01,9.417600450661495027e-07,2.844331497314963441e-08
7.600000000000000089e-01,1.113195584545499234e-06,3.949057229969844340e-08
4.799999999999999822e-01,3.090640060499068264e-07,4.245678862445775844e-09
4.799999999999999822e-01,3.074381766321169779e-07,4.337660138432736648e-09
7.800000000000000266e-01,1.085426488880085620e-06,3.857643766917126613e-08
8.000000000000000444e-01,1.421224601218341408e-06,5.897776016911399585e-08
5.100000000000000089e-01,3.373347531039430130e-07,5.068491827115089558e-09
5.100000000000000089e-01,3.373326751939929709e-07,4.975668268716686345e-09
