# ma = 0.511
# mb = 750.617670528
# m1 = 106.0
# m2 = 750.617670528
# pFa = 106.0040687491345
# pFb = 106.00410408504395
# pF1 = 1.0600530039753313
# pF2 = 106.00410408504436
# mu_a = 106.00530039753312
# mu_b = 758.0658001728834
# mu_1 = 106.00530039753312
# mu_2 = 758.0658001728834
# T = 0.0861733
# n = 10
# m3 = 0
# neval = 5000000
# Columns:beta_F_mu,emissivity (ergs/cm^3/s),error
1.000000000000000021e-02,5.701968467632032931e+07,1.087035143004656857e+05
5.000000000000000278e-02,1.219833149086719900e+08,2.330962327540452825e+05
2.500000000000000000e-01,1.200831210542905569e+09,2.609386144114714116e+06
3.499999999999999778e-01,1.845410253095523357e+09,4.464571757574825548e+06
4.500000000000000111e-01,2.681731179289796352e+09,7.549901145176928490e+06
5.699999999999999512e-01,4.168226588238538265e+09,1.535662130353365839e+07
6.600000000000000311e-01,6.121846006784037590e+09,3.058329290850845352e+07
7.399999999999999911e-01,9.368271143174407959e+09,6.644127092521980405e+07
8.199999999999999512e-01,1.622505119573815536e+10,1.875050575003812015e+08
9.000000000000000222e-01,4.044527325544528961e+10,9.911095000210835934e+08
