# ma = 106.0
# mb = 0.511
# m1 = 0.511
# m2 = 0.511
# pFa = 5.306637447810645
# pFb = 5.306637447810595
# pF1 = 5.306637447810595
# pF2 = 106.13151878684535
# mu_a = 106.13274895621288
# mu_b = 106.13274895621288
# mu_1 = 106.13274895621288
# mu_2 = 106.13274895621288
# T = 0.00861733
# n = 10
# m3 = 0
# neval = 10000000
# Columns:beta_F_mu,emissivity (ergs/cm^3/s),error
5.000000000000000278e-02,4.727669050583388488e-02,1.184763171755124581e-03
1.499999999999999944e-01,1.346460230817962955e-01,3.576444041300452011e-03
2.500000000000000000e-01,2.486867079318817730e-01,6.425971723139288841e-03
3.499999999999999778e-01,4.113795492718718694e-01,1.037990380169995577e-02
4.499999999999999556e-01,7.099626460011746465e-01,2.185479749458498627e-02
5.499999999999999334e-01,1.178571558800145969e+00,3.861768908549545465e-02
6.500000000000000222e-01,2.209995313465521249e+00,9.130436162690588886e-02
7.500000000000000000e-01,4.491876172528410649e+00,2.110478887645367008e-01
8.499999999999999778e-01,1.394194440740248275e+01,1.011317352170757022e+00
9.499999999999999556e-01,1.208784385667521093e+02,1.647159285157416875e+01
