# ma = 0.511
# mb = 0.511
# m1 = 106.0
# m2 = 0.511
# pFa = 106.13151878684535
# pFb = 106.13151878684535
# pF1 = 5.306637447810645
# pF2 = 106.13151878684535
# mu_a = 106.13274895621288
# mu_b = 106.13274895621288
# mu_1 = 106.13274895621288
# mu_2 = 106.13274895621288
# T = 0.00861733
# n = 10
# m3 = 0
# neval = 10000000
# Columns:beta_F_mu,emissivity (ergs/cm^3/s),error
5.000000000000000278e-02,4.084847889756700046e-02,8.733774765184248133e-04
1.499999999999999944e-01,1.366758887307769621e-01,2.995520238562966904e-03
2.500000000000000000e-01,2.610360935006854621e-01,5.954520955505904038e-03
3.499999999999999778e-01,4.263070133795672234e-01,1.043839461032298674e-02
4.499999999999999556e-01,6.796146415194705970e-01,1.812063609438703538e-02
5.499999999999999334e-01,1.213201514664073777e+00,3.831939582715011144e-02
6.500000000000000222e-01,2.398516728568722112e+00,9.129796710837728702e-02
7.500000000000000000e-01,5.641511933455768180e+00,2.983042218287440539e-01
8.499999999999999778e-01,1.428597681761218041e+01,9.283892684684547092e-01
9.499999999999999556e-01,1.465319408024332972e+02,2.094004220808666616e+01
